reflat;reflon;refFloor;refRoom;cpslat;cpslon;cpsFloor;cpsRoom;pressure;error;scantime;wifis...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55.710834;13.210375;0;point16;55.71092;13.21048;0;;1000.76;11.6069807;03.04.2019 15:27;wifi=70:3a:0e:a7:8b:31,,-88;70:3a:0e:a7:8b:32,,-88;70:3a:0e:a7:8a:72,,-87;70:3a:0e:a7:8b:30,,-87;70:3a:0e:a7:8a:71,,-86;70:3a:0e:a7:8a:70,,-86;70:3a:0e:9b:54:41,,-85;b4:5d:50:ea:ab:d1,,-85;b4:5d:50:ea:ab:d2,,-85;b4:5d:50:ea:ab:d0,,-84;70:3a:0e:a7:89:01,,-83;f0:d1:a9:0e:66:16,,-80;b4:5d:50:ea:ab:c1,,-77;70:3a:0e:a7:8a:e1,,-73;70:3a:0e:9b:4e:61,,-71;6c:19:8f:f4:48:07,,-71;70:3a:0e:9b:4e:60,,-55;70:3a:0e:9b:4e:62,,-55;06:d6:aa:09:e4:e6,,-41;;;;;;;;;;;;;;;;
55.710869;13.210361;0;point17;55.71114;13.21085;0;;1000.74;42.9699434;03.04.2019 15:27;wifi=70:3a:0e:a7:8a:70,,-89;70:3a:0e:a7:8a:72,,-89;70:3a:0e:a7:8b:31,,-88;70:3a:0e:a7:8a:71,,-87;b4:5d:50:ea:e2:61,,-87;f0:d1:a9:0e:66:16,,-84;70:3a:0e:a7:8a:61,,-83;70:3a:0e:a7:81:21,,-81;a8:bd:27:24:e7:81,,-80;b4:5d:50:ea:ab:d1,,-79;b4:5d:50:ea:ab:d0,,-79;b4:5d:50:ea:ab:d2,,-79;70:3a:0e:a7:8a:e1,,-78;b4:5d:50:ea:ab:c1,,-73;06:d6:aa:09:e4:e6,,-36;;;;;;;;;;;;;;;;;;;;
55.710902;13.210354;0;point18;55.71106;13.21056;2;;1000.78;21.79897192;03.04.2019 15:27;wifi=70:3a:0e:a7:8b:21,,-86;a8:bd:27:24:e8:61,,-84;70:3a:0e:a7:81:21,,-81;f0:d1:a9:0e:66:16,,-79;b4:5d:50:ea:ab:d1,,-78;b4:5d:50:ea:ab:d0,,-78;b4:5d:50:ea:ab:d2,,-78;a8:bd:27:24:e7:81,,-78;b4:5d:50:ea:ab:c1,,-69;b4:5d:50:ea:ab:c0,,-65;06:d6:aa:09:e4:e6,,-38;;;;;;;;;;;;;;;;;;;;;;;;
55.710962;13.210353;0;point18;55.71103;13.21027;0;;1000.76;9.176860558;03.04.2019 15:27;wifi=70:3a:0e:9b:5c:31,,-89;70:3a:0e:9b:5c:30,,-88;70:3a:0e:9b:5c:32,,-88;70:3a:0e:a7:8b:21,,-86;a8:bd:27:24:e8:61,,-83;a8:bd:27:24:e7:81,,-82;a8:bd:27:24:e8:62,,-82;70:3a:0e:a7:81:21,,-81;b4:5d:50:ea:ab:d1,,-80;b4:5d:50:ea:ab:d0,,-80;b4:5d:50:ea:ab:d2,,-80;70:3a:0e:a7:8a:e0,,-77;6c:19:8f:f4:48:07,,-77;70:3a:0e:a7:8a:e2,,-77;b4:5d:50:ea:ab:c0,,-62;b4:5d:50:ea:ab:c2,,-62;b4:5d:50:ea:ab:c1,,-60;06:d6:aa:09:e4:e6,,-44;;;;;;;;;;;;;;;;;
55.711022;13.210352;0;point18;55.71105;13.21016;0;;1000.78;12.42456078;03.04.2019 15:27;wifi=70:3a:0e:9b:5c:31,,-89;6c:19:8f:f4:48:07,,-88;70:3a:0e:9b:5c:30,,-88;70:3a:0e:9b:5c:32,,-88;a8:bd:27:24:e8:61,,-83;ac:7f:3e:ec:15:ea,,-83;a8:bd:27:24:e7:81,,-82;a8:bd:27:24:e8:62,,-82;b4:5d:50:ea:ab:d1,,-80;b4:5d:50:ea:ab:d0,,-80;b4:5d:50:ea:ab:d2,,-80;70:3a:0e:a7:8a:e0,,-77;70:3a:0e:a7:8a:e2,,-77;70:3a:0e:a7:81:21,,-74;70:3a:0e:a7:81:22,,-73;70:3a:0e:a7:81:20,,-72;b4:5d:50:ea:ab:c0,,-62;b4:5d:50:ea:ab:c2,,-62;b4:5d:50:ea:ab:c1,,-60;06:d6:aa:09:e4:e6,,-52;;;;;;;;;;;;;;;
55.711082;13.210352;0;point18;55.71121;13.21089;0;;1000.77;36.58422583;03.04.2019 15:28;wifi=6c:19:8f:f4:48:07,,-88;70:3a:0e:a7:87:10,,-88;a8:bd:27:24:ea:90,,-87;70:3a:0e:a7:87:11,,-87;a8:bd:27:24:ea:91,,-87;a8:bd:27:24:ea:92,,-87;70:3a:0e:9b:5b:21,,-86;70:3a:0e:a7:87:12,,-86;b4:5d:50:ea:ab:c1,,-82;70:3a:0e:9b:49:c1,,-82;ac:7f:3e:ec:15:ea,,-80;70:3a:0e:a7:87:00,,-80;70:3a:0e:a7:87:02,,-80;70:3a:0e:a7:87:01,,-78;70:3a:0e:a7:81:21,,-74;70:3a:0e:a7:81:22,,-73;70:3a:0e:a7:81:20,,-72;06:d6:aa:09:e4:e6,,-37;;;;;;;;;;;;;;;;;
55.711142;13.210351;0;point18;55.71118;13.21045;0;;1000.75;7.504093354;03.04.2019 15:28;wifi=70:3a:0e:9b:5b:21,,-86;70:3a:0e:9b:43:61,,-84;b4:5d:50:ea:ab:c1,,-82;70:3a:0e:9b:49:c1,,-82;70:3a:0e:a7:87:10,,-81;ac:7f:3e:ec:15:ea,,-80;70:3a:0e:a7:87:12,,-78;70:3a:0e:a7:87:11,,-77;70:3a:0e:a7:87:02,,-76;70:3a:0e:a7:87:01,,-75;a8:bd:27:24:ea:90,,-74;a8:bd:27:24:ea:91,,-73;a8:bd:27:24:ea:92,,-73;70:3a:0e:a7:87:00,,-72;b4:5d:50:01:cc:01,,-71;06:d6:aa:09:e4:e6,,-44;;;;;;;;;;;;;;;;;;;
55.711201;13.21035;0;point19;55.71123;13.21071;0;;1000.75;22.78091116;03.04.2019 15:28;wifi=a8:bd:27:24:ea:91,,-89;a8:bd:27:24:ea:92,,-89;a8:bd:27:24:ea:90,,-88;a8:bd:27:24:e7:a1,,-86;70:3a:0e:9b:5c:d1,,-85;70:3a:0e:9b:5c:d0,,-85;70:3a:0e:9b:43:61,,-84;70:3a:0e:9b:5c:d2,,-84;70:3a:0e:a7:87:10,,-80;70:3a:0e:a7:87:11,,-79;70:3a:0e:a7:87:12,,-79;70:3a:0e:a7:8a:00,,-78;70:3a:0e:a7:87:02,,-76;70:3a:0e:a7:87:01,,-75;70:3a:0e:a7:87:00,,-72;b4:5d:50:01:cc:01,,-71;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;;;;;;
55.711201;13.21035;0;point19;55.71126;13.21083;0;;1000.76;30.77602644;03.04.2019 15:28;wifi=a8:bd:27:24:ea:91,,-89;a8:bd:27:24:ea:92,,-89;a8:bd:27:24:ea:90,,-88;70:3a:0e:9b:5c:d1,,-88;70:3a:0e:9b:5c:d0,,-88;70:3a:0e:9b:5c:d2,,-88;a8:bd:27:24:e7:a1,,-85;a8:bd:27:24:ea:81,,-83;70:3a:0e:a7:87:10,,-80;70:3a:0e:a7:87:12,,-80;70:3a:0e:9b:5c:c1,,-80;70:3a:0e:a7:87:11,,-79;b4:5d:50:01:cc:02,,-79;70:3a:0e:a7:8a:00,,-78;70:3a:0e:a7:87:02,,-77;70:3a:0e:a7:87:00,,-76;b4:5d:50:01:cc:01,,-76;70:3a:0e:a7:87:01,,-75;06:d6:aa:09:e4:e6,,-41;;;;;;;;;;;;;;;;
55.711205;13.21042;0;point19;55.71123;13.21075;0;;1000.75;20.85812973;03.04.2019 15:28;wifi=70:3a:0e:a7:89:d1,,-88;a8:bd:27:24:e7:a1,,-85;0c:80:63:e7:4b:68,,-85;54:e4:3a:ec:ca:24,,-84;70:3a:0e:9b:55:e1,,-84;a8:bd:27:24:ea:81,,-83;70:3a:0e:9b:5a:01,,-83;70:3a:0e:a7:81:21,,-82;70:3a:0e:9b:5c:c1,,-79;b4:5d:50:01:cc:02,,-79;70:3a:0e:a7:82:00,,-79;70:3a:0e:a7:82:02,,-78;70:3a:0e:a7:87:02,,-77;70:3a:0e:a7:82:01,,-77;70:3a:0e:a7:87:00,,-76;b4:5d:50:01:cc:01,,-76;70:3a:0e:9b:5c:d1,,-75;70:3a:0e:9b:5c:d0,,-75;70:3a:0e:9b:5c:d2,,-75;70:3a:0e:a7:87:01,,-66;70:3a:0e:a7:87:11,,-65;70:3a:0e:a7:87:10,,-65;70:3a:0e:a7:87:12,,-65;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;
55.711208;13.21049;0;point19;55.71122;13.21079;0;;1000.7;18.84077035;03.04.2019 15:28;wifi=70:3a:0e:a7:89:d1,,-88;54:e4:3a:ec:ca:24,,-84;70:3a:0e:9b:55:e1,,-84;70:3a:0e:9b:5c:d0,,-83;70:3a:0e:9b:5a:01,,-83;0c:80:63:e7:4b:68,,-83;70:3a:0e:a7:70:81,,-83;70:3a:0e:9b:5c:d2,,-82;70:3a:0e:a7:81:21,,-82;70:3a:0e:9b:5c:d1,,-81;70:3a:0e:a7:82:00,,-79;70:3a:0e:a7:82:01,,-77;70:3a:0e:a7:89:c1,,-77;70:3a:0e:a7:87:10,,-76;70:3a:0e:a7:87:12,,-76;70:3a:0e:a7:87:11,,-75;70:3a:0e:a7:89:c0,,-75;70:3a:0e:a7:89:c2,,-75;70:3a:0e:a7:82:02,,-69;70:3a:0e:a7:87:01,,-66;70:3a:0e:9b:5c:c1,,-63;70:3a:0e:9b:5c:c2,,-63;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;
55.711212;13.21056;0;point19;55.71121;13.21078;0;;1000.71;13.78361142;03.04.2019 15:28;wifi=70:3a:0e:a7:87:12,,-89;0c:80:63:e7:4b:67,,-89;70:3a:0e:a7:7e:b0,,-88;7c:d1:c3:cb:38:a1,,-88;70:3a:0e:a7:7e:b2,,-88;70:3a:0e:a7:87:11,,-87;70:3a:0e:a7:87:10,,-87;f0:5c:19:bd:40:f1,,-87;70:3a:0e:a7:7e:b1,,-87;f0:5c:19:bd:40:f0,,-86;b4:5d:50:ea:c1:61,,-86;70:3a:0e:9b:5c:d0,,-83;0c:80:63:e7:4b:68,,-83;70:3a:0e:a7:70:81,,-83;70:3a:0e:a7:7e:a1,,-83;70:3a:0e:9b:5c:d2,,-82;7c:d1:c3:cb:38:a0,,-82;70:3a:0e:a7:7e:a0,,-82;70:3a:0e:9b:5c:d1,,-81;f0:5c:19:bd:40:e0,,-81;70:3a:0e:a7:89:c1,,-76;70:3a:0e:a7:89:c0,,-75;70:3a:0e:a7:89:c2,,-75;70:3a:0e:9b:5c:c1,,-63;70:3a:0e:9b:5c:c2,,-63;70:3a:0e:a7:82:01,,-54;70:3a:0e:a7:82:00,,-49;70:3a:0e:a7:82:02,,-49;06:d6:aa:09:e4:e6,,-39;;;;;;
55.711215;13.210631;0;point19;55.71123;13.21087;0;;1000.75;15.06452979;03.04.2019 15:28;wifi=70:3a:0e:a7:87:12,,-89;0c:80:63:e7:4b:67,,-89;7c:d1:c3:cb:38:a1,,-88;70:3a:0e:a7:87:11,,-87;70:3a:0e:a7:87:10,,-87;f0:5c:19:bd:40:f1,,-87;f0:5c:19:bd:40:f0,,-86;b4:5d:50:ea:c1:61,,-86;7c:d1:c3:cb:3e:fa,,-85;7c:d1:c3:cb:38:a0,,-82;70:3a:0e:a7:7e:a0,,-82;f0:5c:19:bd:40:e0,,-81;70:3a:0e:a7:7e:a1,,-81;70:3a:0e:a7:89:c1,,-76;70:3a:0e:a7:82:01,,-75;70:3a:0e:a7:89:c0,,-75;70:3a:0e:a7:7e:b1,,-74;70:3a:0e:a7:7e:b0,,-74;70:3a:0e:a7:7e:b2,,-74;70:3a:0e:a7:82:00,,-49;70:3a:0e:a7:82:02,,-49;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;;
55.711219;13.210701;0;point19;55.71137;13.21141;2;;1000.73;47.48179223;03.04.2019 15:28;wifi=7c:d1:c3:cb:3e:fa,,-85;70:3a:0e:a7:82:01,,-83;70:3a:0e:a7:7e:b0,,-82;70:3a:0e:a7:7e:b2,,-82;70:3a:0e:a7:7e:a1,,-81;70:3a:0e:a7:7e:b1,,-81;70:3a:0e:a7:7e:a0,,-78;70:3a:0e:a7:7e:a2,,-77;70:3a:0e:9a:7b:61,,-75;70:3a:0e:9a:7b:60,,-75;70:3a:0e:9a:7b:62,,-75;06:d6:aa:09:e4:e6,,-37;;;;;;;;;;;;;;;;;;;;;;;
55.711222;13.210771;0;point19;55.71129;13.21139;0;;1000.73;39.50654604;03.04.2019 15:28;wifi=b4:5d:50:ea:b2:c1,,-87;70:3a:0e:a7:82:01,,-83;70:3a:0e:a7:7e:a0,,-78;70:3a:0e:9a:7b:60,,-78;70:3a:0e:9a:7b:62,,-78;70:3a:0e:9a:7b:61,,-77;70:3a:0e:a7:7e:a2,,-77;70:3a:0e:a7:7e:b1,,-75;70:3a:0e:a7:7e:b0,,-75;70:3a:0e:a7:7e:b2,,-75;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;;;;;;;;;;;;;
55.711226;13.210841;0;point19;55.71126;13.21131;0;;1000.73;29.62194285;03.04.2019 15:28;wifi=b4:5d:50:ea:b2:c1,,-87;70:3a:0e:a7:70:81,,-85;70:3a:0e:9a:7b:61,,-78;70:3a:0e:9a:7b:60,,-78;70:3a:0e:9a:7b:62,,-78;70:3a:0e:a7:7e:b1,,-76;70:3a:0e:a7:7e:b0,,-76;70:3a:0e:a7:7e:b2,,-76;70:3a:0e:a7:7e:a1,,-72;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;;;;;;;;;;;;;;
